x,y,SOC1986,SOC1997,SOC2009,SOC2019,Slope,Trendpvalue,SlopeClass,AUC,BaseArea,AUCupdated,RAR,AUCupdClass,SOCAverage,SOCsd,SOCdiff,SOCcv,CoordX,CoordY,NDVIMed,KNDVIMed,EVIMed,SAVIMed,MSAVIMed,BSIMed,STRMed,BRIGHTNESSMed,GREENNESSMed,WETNESSMed,NDVIP10,KNDVIP10,EVIP10,SAVIP10,MSAVIP10,BSIP10,STRP10,BRIGHTNESSP10,GREENNESSP10,WETNESSP10,NDVIP90,KNDVIP90,EVIP90,SAVIP90,MSAVIP90,BSIP90,STRP90,BRIGHTNESSP90,GREENNESSP90,WETNESSP90,DivIndLU,YearsPermWetland,YearsWoodland,YearsTreeCrop,YearsCropland,YearsGrassland,YearsPerdWetland,clay_a,clay_b,clay_c,clay_d,geology1,geology2,geology3,geology4,geology5,geology6,geology7,geology8,geology9,geology10,geology11,georeg1,georeg2,georeg3,georeg4,georeg6,georeg8,georeg10,asp_cos,asp_sin,bluespot,curv_plan,curv_prof,demdetrend,dirinsola,elevation,flowaccu,hdtochn,midslppos,mrvbf,sagawi,slpdeg,slptochn,twi,valldepth,vdtochn,BIO01_mean_T,BIO02_MeanDiurnalRange,BIO03_isothermality,BIO04_T_seasonality,BIO05_max_T,BIO06_min_T,BIO07_T_AnnualRange,BIO08_meanT_wettest_Q,BIO09_meanT_driest_Q,BIO10_meanT_warmest_Q,BIO11_meanT_coldest_Q,BIO12_mean_P,BIO13_P_wettest_M,BIO14_P_driest_M,BIO15_P_seasonality,BIO16_P_wettest_Q,BIO17_P_driest_Q,BIO18_P_warmest_Q,BIO19_P_coldest_Q,precipitation61_90
569917.9568,6374992.219,40.800985937499995,29.20491625,35.217693125,24.609436781249997,-0.3667024330739459,0.30817954746705395,Loss,1070.7037678125,1346.4325359374998,-275.72876812499976,-20.478468899521516,Loss,32.458258023437494,7.057001693694474,16.191549156249998,21.741775817416777,569914.375,6374994.5,0.48332276940345764,0.22944249212741852,0.27898070216178894,0.12244243174791336,0.24488376080989838,0.208856463432312,3.2892379760742188,0.30011576414108276,0.09660092741250992,0.13361544907093048,0.6056250333786011,0.351173460483551,0.23815669119358063,0.10568507760763168,0.1975269615650177,0.14665211737155914,8.581483840942383,0.1701967865228653,0.07212957739830017,0.08545953035354614,0.45016077160835266,0.19991567730903625,0.3524472415447235,0.1550055295228958,0.3337613344192505,0.2661811113357544,1.236550211906433,0.5177425146102905,0.15718458592891693,0.20117586851119995,0,0,0,0,11,0,0,4.5,14.399999618530273,21.399999618530273,21.100000381469727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1899999976158142,-0.9819999933242798,0,0.09000000357627869,-0.20000000298023224,-6.559999942779541,1255,24.6299991607666,2,91,0.12200000137090683,4.130000114440918,13.789999961853027,2.5999999046325684,2.5,3.799999952316284,4.309999942779541,4.059999942779541,7.599999904632568,7.199999809265137,30.700000762939453,615.5999755859375,19,-4.599999904632568,23.600000381469727,8.300000190734863,2.5999999046325684,15.5,0.4000000059604645,692.0999755859375,78,36,24.5,227,118,183,151,693
569917.9733,6367792.294,26.536088750000005,31.7734746875,36.661701562500006,29.050033999999997,0.2417661993371213,0.7340951823194758,Gain,1059.87233421875,875.6909287500001,184.18140546874983,21.03269537480062,Gain,31.005324750000003,4.3352003149489535,10.125612812500002,13.982115491143029,569914.375,6367789.5,0.5417691469192505,0.2853657007217407,0.3441515862941742,0.14851301908493042,0.3073433041572571,0.24116741120815277,2.8361573219299316,0.34132856130599976,0.12520311772823334,0.15549269318580627,0.5931248664855957,0.3379683196544647,0.2488444447517395,0.11160596460103989,0.211750328540802,0.19148936867713928,6.948245525360107,0.19089485704898834,0.07660800218582153,0.09136132895946503,0.4978077709674835,0.24286134541034698,0.4477093815803528,0.18525950610637665,0.4092378318309784,0.33151504397392273,0.6602016091346741,0.62394779920578,0.19900213181972504,0.20242106914520264,0,0,0,0,11,0,0,3.799999952316284,3.799999952316284,9.100000381469727,11.600000381469727,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.33799999952316284,0.9409999847412109,0,-0.019999999552965164,0.009999999776482582,2.630000114440918,1280,35.029998779296875,4,452,0.00800000037997961,0.5299999713897705,13.3100004196167,1.7000000476837158,1.399999976158142,4.900000095367432,6.610000133514404,10.710000038146973,7.5,7.400000095367432,31.100000381469727,618.20001220703125,18.899999618530273,-4.800000190734863,23.700000762939453,8.199999809265137,2.5999999046325684,15.399999618530273,0.30000001192092896,690.79998779296875,77,35.599998474121094,24,225.5,118.4000015258789,183.10000610351563,149.6999969482422,682
548901.5013,6353807.101,13.9985671875,57.1941459375,34.396479375,29.476982906249997,-0.01145337315340916,1,Loss,1260.47098546875,461.9527171875,798.5182682812499,172.85714285714283,Gain,33.766543851562496,17.87384115362617,43.19557875,52.933581927127214,548908,6353805.5,0.5821413993835449,0.3264848291873932,0.37220489978790283,0.15571404993534088,0.3232209384441376,0.17900122702121735,3.9374654293060303,0.31198951601982117,0.13339784741401672,0.14412949979305267,0.6519923210144043,0.401213139295578,0.25296729803085327,0.11144984513521194,0.20896953344345093,0.16278144717216492,8.861927032470703,0.16965748369693756,0.0751488208770752,0.09103216230869293,0.5310383439064026,0.27475666999816895,0.46879860758781433,0.19267413020133972,0.4261743426322937,0.23405073583126068,1.4249680042266846,0.5481427907943726,0.2179824262857437,0.217529296875,0,0,0,0,11,0,0,16.399999618530273,17.799999237060547,21.600000381469727,23.299999237060547,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9010000228881836,-0.4339999854564667,0,0,-0.009999999776482582,-2.859999895095825,1262,8.970000267028809,4,30,0.4740000069141388,8.920000076293945,15.880000114440918,0.4000000059604645,0.10000000149011612,6.5,9.399999618530273,0.03999999910593033,7.699999809265137,7,30.200000762939453,611.9000244140625,19,-4.300000190734863,23.299999237060547,8.300000190734863,2.799999952316284,15.5,0.6000000238418579,664.0999755859375,74,34,24.899999618530273,219.10000610351563,111.5999984741211,176,145,679
541930.7614,6346786.91,32.57511374999999,39.63959625,36.8922975,35.87187225,-0.00107037613636324,1,Loss,1220.19311625,1074.9787537499997,145.21436250000033,13.50857977364005,Gain,36.244719937499994,2.918308119786728,7.064482500000004,8.051677940453196,541916,6346783,0.5534191131591797,0.29704248905181885,0.33860504627227783,0.14705228805541992,0.30256304144859314,0.2174069583415985,3.4751837253570557,0.31392431259155273,0.12347212433815002,0.14040589332580566,0.5955573320388794,0.3405270278453827,0.2619101405143738,0.11525707691907883,0.2202388346195221,0.1819978654384613,6.572841167449951,0.19859173893928528,0.08069881051778793,0.09628886729478836,0.4720132052898407,0.21918179094791412,0.3819684684276581,0.16301755607128143,0.35272958874702454,0.24976392090320587,1.3371927738189697,0.5118432641029358,0.16898469626903534,0.1990847885608673,0,0,0,0,11,0,0,4.800000190734863,14.300000190734863,15.5,19.200000762939453,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8420000076293945,-0.5389999747276306,0,0,-0,16.09000015258789,1253,27.5,3,366,0.48899999260902405,0.47999998927116394,13.760000228881836,0.8999999761581421,2.799999952316284,5.199999809265137,4.78000020980835,17.770000457763672,7.699999809265137,7,30.600000381469727,603,18.700000762939453,-4.199999809265137,22.899999618530273,8.399999618530273,2.799999952316284,15.300000190734863,0.699999988079071,673.0999755859375,76,35,25.100000381469727,223,114,178,148.10000610351563,702
541918.236,6353792.184,8.800375,24.993065,20.768885,17.248735,-0.04800204545454548,1,Loss,650.5237199999999,290.412375,360.1113449999999,123.99999999999996,Gain,17.952765,6.874063739821834,16.19269,38.28972161013545,541916,6353805.5,0.5530336499214172,0.2966535687446594,0.36631980538368225,0.1576388031244278,0.33062517642974854,0.21888341009616852,3.028337240219116,0.35130077600479126,0.13995389640331268,0.1560991108417511,0.7181499600410461,0.4744049906730652,0.35320180654525757,0.15057030320167542,0.30155879259109497,0.2101105898618698,6.948245525360107,0.2140544354915619,0.11250851303339005,0.1045338585972786,0.40549540519714355,0.16296055912971497,0.3595688045024872,0.1509375423192978,0.32866039872169495,0.2829459607601166,0.6536625027656555,0.6349784731864929,0.15306387841701508,0.20917727053165436,0,0,0,0,11,0,0,4.199999809265137,7.800000190734863,9.399999618530273,11.800000190734863,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.382999986410141,-0.9240000247955322,0,0.009999999776482582,0,-0.05000000074505806,1267,9.130000114440918,9,96,0.0689999982714653,8.420000076293945,15.449999809265137,0.30000001192092896,0.30000001192092896,7.400000095367432,5.099999904632568,0.49000000953674316,7.800000190734863,6.5,29,596.4000244140625,18.799999237060547,-3.700000047683716,22.5,8.5,2.799999952316284,15.5,1,678,77,36,25,225.5,115,176,141.8000030517578,690
527918.557,6325792.313,23.5821828125,31.9266475,25.396196875,24.779432093750003,-0.01269809843749968,1,Loss,900.1137778125,778.2120328125001,121.90174499999988,15.664335664335647,Gain,26.4211148203125,3.7468210526350014,8.344464687499997,14.181161840129672,527932,6325807,0.5305875539779663,0.27431416511535645,0.3417169749736786,0.14946573972702026,0.31080371141433716,0.22346235811710358,2.9642727375030518,0.3451346457004547,0.1316293179988861,0.15186433494091034,0.6453395485877991,0.39394664764404297,0.30312296748161316,0.13375075161457062,0.26264050602912903,0.1764705926179886,7.363333702087402,0.20685550570487976,0.10004889219999313,0.09805551916360855,0.4549809694290161,0.2041005939245224,0.38252726197242737,0.15635429322719574,0.33680763840675354,0.27124321460723877,1.0199345350265503,0.5361977815628052,0.14924712479114532,0.1999378353357315,0,0,0,0,11,0,0,4,6.599999904632568,6.300000190734863,6.199999809265137,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.1340000033378601,-0.9909999966621399,0,0.20999999344348907,-0.05000000074505806,28.270000457763672,1275,43.459999084472656,2,164,0.4429999887943268,0.25,10.8100004196167,5.199999809265137,2.4000000953674316,3.0999999046325684,3.859999895095825,6.809999942779541,7.599999904632568,6.900000095367432,30.299999237060547,602.79998779296875,18.700000762939453,-4.099999904632568,22.799999237060547,8.300000190734863,2.799999952316284,15.300000190734863,0.699999988079071,731.5999755859375,80.80000305175781,39,25,238.60000610351563,122.5,197.3000030517578,163.8000030517578,704
534918.4295,6332792.298,21.385501875000003,45.93922625,42.771003750000006,51.60242396875,0.8994031638731059,0.30817954746705395,Gain,1374.41452328125,705.7215618750001,668.6929614062499,94.75308641975305,Gain,40.424538960937504,13.207923370841211,30.21692209375,32.67303402916757,534924,6332799,0.6325142979621887,0.380012571811676,0.4199068248271942,0.17608845233917236,0.3746042847633362,0.20610687136650085,3.9231107234954834,0.3220013380050659,0.15808989107608795,0.14122986793518066,0.6632986664772034,0.41361549496650696,0.26461687684059143,0.11618947237730026,0.2195228636264801,0.1577470600605011,9.024999618530273,0.1751457303762436,0.07844477891921997,0.0940471738576889,0.5873592495918274,0.33192574977874756,0.5443620085716248,0.21520188450813293,0.4822200536727905,0.25675269961357117,1.3745901584625244,0.5491666793823242,0.24794720113277435,0.20258782804012299,0,0,0,0,11,0,0,3.0999999046325684,4,5.800000190734863,8.399999618530273,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.9279999732971191,0.37400001287460327,0.15000000596046448,-0,0.009999999776482582,-1.5199999809265137,1269,1.9900000095367432,19,91,0.4519999921321869,7.139999866485596,16.670000076293945,0.10000000149011612,0,9.600000381469727,13.329999923706055,0,7.699999809265137,7.099999904632568,30.799999237060547,604.29998779296875,18.899999618530273,-4,22.899999618530273,8.399999618530273,2.9000000953674316,15.399999618530273,0.800000011920929,686,76.69999694824219,36,25.100000381469727,224.6999969482422,115,185.3000030517578,151.1999969482422,671
520930.542,6325789.614,40.0489303125,46.07399062500001,30.1253015625,33.20871478125,-0.31937068904397214,0.7340951823194758,Loss,1247.5419000000002,1321.6147003125,-74.0728003124998,-5.604719764011784,Loss,37.364234320312505,7.135309794002698,15.948689062500003,19.096630571454515,520940,6325777,0.6916249394416809,0.444917231798172,0.5126121044158936,0.21502134203910828,0.48000285029411316,0.25896185636520386,3.4037766456604004,0.3865759074687958,0.21745550632476807,0.18490242958068848,0.74849534034729,0.5081593990325928,0.44765862822532654,0.18858560919761658,0.40313538908958435,0.22675880789756775,6.177856922149658,0.26872536540031433,0.16302065551280975,0.1360207200050354,0.5570836663246155,0.30074837803840637,0.5075828433036804,0.20682770013809204,0.46156519651412964,0.21108783781528473,1.6330431699752808,0.5610449314117432,0.24773553013801575,0.23462077975273132,0,0,0,0,11,0,0,3.0999999046325684,6.900000095367432,7,6.599999904632568,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9909999966621399,0.12999999523162842,0,-0.07000000029802322,0.10000000149011612,18.040000915527344,1338,45.97999954223633,6,91,0.1850000023841858,1.3799999952316284,12.09000015258789,3.200000047683716,1.7000000476837158,4.699999809265137,6.230000019073486,2.6500000953674316,7.699999809265137,6.900000095367432,30.399999618530273,597.4000244140625,18.5,-4,22.5,8.399999618530273,2.799999952316284,15.199999809265137,0.699999988079071,766.29998779296875,84.5999984741211,41.5,24,250.1999969482422,133,200.60000610351563,172.60000610351563,736
506918.8158,6325792.193,15.214618125,32.602753125,26.444455312499997,27.096510375,0.21263142357954545,0.7340951823194758,Gain,884.9836209375,502.08239812500005,382.9012228124999,76.26262626262623,Gain,25.339584234375,7.2932866530946034,17.388135,28.782187527768215,506925.59375,6325807,0.7060260772705078,0.4609152376651764,0.5116452574729919,0.21155370771884918,0.469988614320755,0.20000001788139343,4.600555419921875,0.35270819067955017,0.20774681866168976,0.16886994242668152,0.7597870826721191,0.5206830501556396,0.39349138736724854,0.16874176263809204,0.34759005904197693,0.23395366966724396,7.363333702087402,0.22637653350830078,0.13281166553497314,0.11388866603374481,0.5587493777275085,0.30243799090385437,0.520768940448761,0.20714981853961945,0.46233049035072327,0.22486288845539093,1.4389561414718628,0.5691108703613281,0.24105039238929749,0.22545680403709412,0,0,0,0,11,0,0,1.7999999523162842,1.399999976158142,4.5,3.200000047683716,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9700000286102295,0.24400000274181366,0.03999999910593033,-0.009999999776482582,0.019999999552965164,-0.4699999988079071,1265,0.7699999809265137,115,0,0.48100000619888306,7.769999980926514,15.569999694824219,0.20000000298023224,0,10.300000190734863,14.4399995803833,0,8,6.5,29.700000762939453,585.4000244140625,18.5,-3.4000000953674316,21.899999618530273,8.699999809265137,3.0999999046325684,15.300000190734863,1.2999999523162842,770.70001220703125,87,40.900001525878906,24.700000762939453,256.5,134.39999389648438,193.8000030517578,174.60000610351563,739
499918.9021,6325792.183,39.418775,49.09429250000001,36.9103075,44.2206985,0.01822451449275348,1,Gain,1408.5045012500002,1300.8195750000002,107.68492625,8.27823691460055,Gain,42.411018375000005,5.389880509816189,12.183985000000009,12.708679763731771,499933.59375,6325807,0.6053412556648254,0.3508721590042114,0.3821656107902527,0.16748768091201782,0.3530677258968353,0.24137930572032928,3.600454568862915,0.32640430331230164,0.1495315283536911,0.14963801205158234,0.6526610255241394,0.4019449055194855,0.26810479164123535,0.11884722858667374,0.22618664801120758,0.1714557707309723,8.526315689086914,0.18321493268013,0.0810609981417656,0.09536733478307724,0.6352783441543579,0.3830067217350006,0.589343786239624,0.2307724505662918,0.5220886468887329,0.2933884263038635,1.379736065864563,0.5343078970909119,0.2636675238609314,0.18814495205879211,0,0,0,0,11,0,0,4.099999904632568,5.800000190734863,9.5,9.800000190734863,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.04100000113248825,-0.9990000128746033,0,-0.009999999776482582,-0.009999999776482582,7.059999942779541,1270,12.729999542236328,15,306,0.11100000143051147,7.090000152587891,15.199999809265137,0.8999999761581421,0.699999988079071,6.800000190734863,5.869999885559082,3.940000057220459,8.100000381469727,6.099999904632568,28.799999237060547,579.0999755859375,18.100000381469727,-3.200000047683716,21.299999237060547,9,3.200000047683716,15.300000190734863,1.399999976158142,776.9000244140625,89.69999694824219,41,25.899999618530273,262.8999938964844,135.60000610351563,191.1999969482422,177.89999389648438,725
